------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File         Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
 1273 |  1 SMBDEMO.S    424 | Code        | 00 |         |    3 | 00/0411 : F4 00 00    |                                 PEA       #00000000            
 1276 |  1 SMBDEMO.S    425 | Macro       | 00 |         |    0 | 00/0414               |                                 _ModalDialog                       
 1278 |  1 SMBDEMO.S    425 | Code        | 00 |         |    3 | 00/0414 : A2 15 0F    |                                 LDX       #$F15                ; load tool call #
 1279 |  1 SMBDEMO.S    425 | Code        | 00 |         |    4 | 00/0417 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1280 |  1 SMBDEMO.S    426 | Code        | 00 |         |    1 | 00/041B : 68          |                                 pla                            ; get item hit
 1281 |  1 SMBDEMO.S    427 | Code        | 00 |         |    3 | 00/041C : C9 02 00    |                                 cmp       #2                   ; Cancel?
 1282 |  1 SMBDEMO.S    428 | Code        | 00 |         |    2 | 00/041F : F0 07       |                                 beq       CTSClose             
 1283 |  1 SMBDEMO.S    429 | Code        | 00 |         |    3 | 00/0421 : C9 01 00    |                                 cmp       #1                   ; Connect?
 1284 |  1 SMBDEMO.S    430 | Code        | 00 |         |    2 | 00/0424 : D0 E5       |                                 bne       CTSLoop1             
 1285 |  1 SMBDEMO.S    431 | Code        | 00 |         |    2 | 00/0426 : 80 10       |                                 bra       CTSConnect           
 1286 |  1 SMBDEMO.S    432 | Macro       | 00 |         |    0 | 00/0428               | CTSClose                        PushLong  CTSWinPtr            
 1294 |  1 SMBDEMO.S    432 | Code        | 00 |  2      |    3 | 00/0428 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1295 |  1 SMBDEMO.S    432 | Code        | 00 |         |    1 | 00/042B : 48          |                                 PHA                            
 1303 |  1 SMBDEMO.S    432 | Code        | 00 |  2      |    3 | 00/042C : AD 5B 07    |                                 LDA       CTSWinPtr            
 1304 |  1 SMBDEMO.S    432 | Code        | 00 |         |    1 | 00/042F : 48          |                                 PHA                            
 1306 |  1 SMBDEMO.S    433 | Macro       | 00 |         |    0 | 00/0430               |                                 _CloseDialog                       
 1308 |  1 SMBDEMO.S    433 | Code        | 00 |         |    3 | 00/0430 : A2 15 0C    |                                 LDX       #$C15                ; load tool call #
 1309 |  1 SMBDEMO.S    433 | Code        | 00 |         |    4 | 00/0433 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1310 |  1 SMBDEMO.S    434 | Code        | 00 |         |    1 | 00/0437 : 60          |                                 rts                            
 1311 |  1 SMBDEMO.S    435 | Macro       | 00 |         |    0 | 00/0438               | CTSConnect                      PushLong  #00000000            
 1315 |  1 SMBDEMO.S    435 | Code        | 00 |         |    3 | 00/0438 : F4 00 00    |                                 PEA       #^#00000000          
 1322 |  1 SMBDEMO.S    435 | Code        | 00 |         |    3 | 00/043B : F4 00 00    |                                 PEA       #00000000            
 1325 |  1 SMBDEMO.S    436 | Macro       | 00 |         |    0 | 00/043E               |                                 PushLong  CTSWinPtr            
 1333 |  1 SMBDEMO.S    436 | Code        | 00 |  2      |    3 | 00/043E : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1334 |  1 SMBDEMO.S    436 | Code        | 00 |         |    1 | 00/0441 : 48          |                                 PHA                            
 1342 |  1 SMBDEMO.S    436 | Code        | 00 |  2      |    3 | 00/0442 : AD 5B 07    |                                 LDA       CTSWinPtr            
 1343 |  1 SMBDEMO.S    436 | Code        | 00 |         |    1 | 00/0445 : 48          |                                 PHA                            
 1345 |  1 SMBDEMO.S    437 | Macro       | 00 |         |    0 | 00/0446               |                                 PushWord  #0001                
 1347 |  1 SMBDEMO.S    437 | Code        | 00 |         |    3 | 00/0446 : F4 01 00    |                                 PEA       #0001                
 1350 |  1 SMBDEMO.S    438 | Macro       | 00 |         |    0 | 00/0449               |                                 _GetControlDItem                       
 1352 |  1 SMBDEMO.S    438 | Code        | 00 |         |    3 | 00/0449 : A2 15 1E    |                                 LDX       #$1E15               ; load tool call #
 1353 |  1 SMBDEMO.S    438 | Code        | 00 |         |    4 | 00/044C : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1354 |  1 SMBDEMO.S    439 | Code        | 00 |         |    1 | 00/0450 : FA          |                                 plx                            
 1355 |  1 SMBDEMO.S    440 | Code        | 00 |         |    1 | 00/0451 : 7A          |                                 ply                            
 1356 |  1 SMBDEMO.S    441 | Macro       | 00 |         |    0 | 00/0452               |                                 PushWord  #255                 
 1358 |  1 SMBDEMO.S    441 | Code        | 00 |         |    3 | 00/0452 : F4 FF 00    |                                 PEA       #255                 
 1361 |  1 SMBDEMO.S    442 | Code        | 00 |         |    1 | 00/0455 : 5A          |                                 phy                            
 1362 |  1 SMBDEMO.S    443 | Code        | 00 |         |    1 | 00/0456 : DA          |                                 phx                            
 1363 |  1 SMBDEMO.S    444 | Macro       | 00 |         |    0 | 00/0457               |                                 _HiliteControl                       ; dim/disable 'Connect' button
 1365 |  1 SMBDEMO.S    444 | Code        | 00 |         |    3 | 00/0457 : A2 10 11    |                                 LDX       #$1110               ; load tool call #
 1366 |  1 SMBDEMO.S    444 | Code        | 00 |         |    4 | 00/045A : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1367 |  1 SMBDEMO.S    445 | Empty       | 00 |         |    0 | 00/045E               |                                                                
 1368 |  1 SMBDEMO.S    446 | Macro       | 00 |         |    0 | 00/045E               |                                 PushLong  #00000000            
 1372 |  1 SMBDEMO.S    446 | Code        | 00 |         |    3 | 00/045E : F4 00 00    |                                 PEA       #^#00000000          
 1379 |  1 SMBDEMO.S    446 | Code        | 00 |         |    3 | 00/0461 : F4 00 00    |                                 PEA       #00000000            
 1382 |  1 SMBDEMO.S    447 | Macro       | 00 |         |    0 | 00/0464               |                                 PushLong  CTSWinPtr            
 1390 |  1 SMBDEMO.S    447 | Code        | 00 |  2      |    3 | 00/0464 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1391 |  1 SMBDEMO.S    447 | Code        | 00 |         |    1 | 00/0467 : 48          |                                 PHA                            
 1399 |  1 SMBDEMO.S    447 | Code        | 00 |  2      |    3 | 00/0468 : AD 5B 07    |                                 LDA       CTSWinPtr            
 1400 |  1 SMBDEMO.S    447 | Code        | 00 |         |    1 | 00/046B : 48          |                                 PHA                            
 1402 |  1 SMBDEMO.S    448 | Macro       | 00 |         |    0 | 00/046C               |                                 PushWord  #1349                
 1404 |  1 SMBDEMO.S    448 | Code        | 00 |         |    3 | 00/046C : F4 45 05    |                                 PEA       #1349                
 1407 |  1 SMBDEMO.S    449 | Macro       | 00 |         |    0 | 00/046F               |                                 _GetControlDItem                       
 1409 |  1 SMBDEMO.S    449 | Code        | 00 |         |    3 | 00/046F : A2 15 1E    |                                 LDX       #$1E15               ; load tool call #
 1410 |  1 SMBDEMO.S    449 | Code        | 00 |         |    4 | 00/0472 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1411 |  1 SMBDEMO.S    450 | Code        | 00 |         |    1 | 00/0476 : FA          |                                 plx                            
 1412 |  1 SMBDEMO.S    451 | Code        | 00 |         |    1 | 00/0477 : 7A          |                                 ply                            
 1413 |  1 SMBDEMO.S    452 | Macro       | 00 |         |    0 | 00/0478               |                                 PushWord  #255                 
 1415 |  1 SMBDEMO.S    452 | Code        | 00 |         |    3 | 00/0478 : F4 FF 00    |                                 PEA       #255                 
 1418 |  1 SMBDEMO.S    453 | Code        | 00 |         |    1 | 00/047B : 5A          |                                 phy                            
 1419 |  1 SMBDEMO.S    454 | Code        | 00 |         |    1 | 00/047C : DA          |                                 phx                            
 1420 |  1 SMBDEMO.S    455 | Macro       | 00 |         |    0 | 00/047D               |                                 _HiliteControl                       ; dim/disable 'Address' text input
 1422 |  1 SMBDEMO.S    455 | Code        | 00 |         |    3 | 00/047D : A2 10 11    |                                 LDX       #$1110               ; load tool call #
 1423 |  1 SMBDEMO.S    455 | Code        | 00 |         |    4 | 00/0480 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1424 |  1 SMBDEMO.S    456 | Empty       | 00 |         |    0 | 00/0484               |                                                                
 1425 |  1 SMBDEMO.S    457 | Macro       | 00 |         |    0 | 00/0484               |                                 PushLong  CTSWinPtr            
 1433 |  1 SMBDEMO.S    457 | Code        | 00 |  2      |    3 | 00/0484 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1434 |  1 SMBDEMO.S    457 | Code        | 00 |         |    1 | 00/0487 : 48          |                                 PHA                            
 1442 |  1 SMBDEMO.S    457 | Code        | 00 |  2      |    3 | 00/0488 : AD 5B 07    |                                 LDA       CTSWinPtr            
 1443 |  1 SMBDEMO.S    457 | Code        | 00 |         |    1 | 00/048B : 48          |                                 PHA                            
 1445 |  1 SMBDEMO.S    458 | Macro       | 00 |         |    0 | 00/048C               |                                 PushWord  #1349                
 1447 |  1 SMBDEMO.S    458 | Code        | 00 |         |    3 | 00/048C : F4 45 05    |                                 PEA       #1349                
 1450 |  1 SMBDEMO.S    459 | Macro       | 00 |         |    0 | 00/048F               |                                 PushLong  #fqdnptr             
 1454 |  1 SMBDEMO.S    459 | Code        | 00 |  1 >>16 |    3 | 00/048F : F4 00 00    |                                 PEA       #^#fqdnptr           
 1461 |  1 SMBDEMO.S    459 | Code        | 00 |  2      |    3 | 00/0492 : F4 5F 07    |                                 PEA       #fqdnptr             
 1464 |  1 SMBDEMO.S    460 | Macro       | 00 |         |    0 | 00/0495               |                                 _GetIText                       
 1466 |  1 SMBDEMO.S    460 | Code        | 00 |         |    3 | 00/0495 : A2 15 1F    |                                 LDX       #$1F15               ; load tool call #
 1467 |  1 SMBDEMO.S    460 | Code        | 00 |         |    4 | 00/0498 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1468 |  1 SMBDEMO.S    461 | Empty       | 00 |         |    0 | 00/049C               |                                                                
 1469 |  1 SMBDEMO.S    462 | Macro       | 00 |         |    0 | 00/049C               |                                 PushWord  CTSText4             ; preserve old length byte (word)
 1474 |  1 SMBDEMO.S    462 | Code        | 00 |  2      |    3 | 00/049C : AD 96 0A    |                                 LDA       CTSText4             
 1475 |  1 SMBDEMO.S    462 | Code        | 00 |         |    1 | 00/049F : 48          |                                 PHA                            
 1477 |  1 SMBDEMO.S    463 | Empty       | 00 |         |    0 | 00/04A0               |                                                                
 1478 |  1 SMBDEMO.S    464 | Code        | 11 |         |    2 | 00/04A0 : E2 30       |                                 sep       #$30                 
 1479 |  1 SMBDEMO.S    465 | Directive   | 11 |         |    0 | 00/04A2               |                                 mx        %11                  
 1480 |  1 SMBDEMO.S    466 | Code        | 11 |  2      |    3 | 00/04A2 : AD 5F 07    |                                 lda       fqdnptr              
 1481 |  1 SMBDEMO.S    467 | Code        | 11 |         |    1 | 00/04A5 : AA          |                                 tax                            
 1482 |  1 SMBDEMO.S    468 | Code        | 11 |         |    1 | 00/04A6 : 18          |                                 clc                            
 1483 |  1 SMBDEMO.S    469 | Code        | 11 |  2      |    3 | 00/04A7 : 6D 96 0A    |                                 adc       CTSText4             
 1484 |  1 SMBDEMO.S    470 | Code        | 11 |  2      |    3 | 00/04AA : 8D 96 0A    |                                 sta       CTSText4             
 1485 |  1 SMBDEMO.S    471 | Code        | 11 |  2      |    3 | 00/04AD : BD 5F 07    | hostcopy                        lda       fqdnptr,x            
 1486 |  1 SMBDEMO.S    472 | Code        | 11 |  2      |    3 | 00/04B0 : 9D B1 0A    |                                 sta       inhost-1,x           
 1487 |  1 SMBDEMO.S    473 | Code        | 11 |         |    1 | 00/04B3 : CA          |                                 dex                            
 1488 |  1 SMBDEMO.S    474 | Code        | 11 |         |    2 | 00/04B4 : D0 F7       |                                 bne       hostcopy             
 1489 |  1 SMBDEMO.S    475 | Code        | 00 |         |    2 | 00/04B6 : C2 30       |                                 rep       #$30                 
 1490 |  1 SMBDEMO.S    476 | Directive   | 00 |         |    0 | 00/04B8               |                                 mx        %00                  
 1491 |  1 SMBDEMO.S    477 | Empty       | 00 |         |    0 | 00/04B8               |                                                                
 1492 |  1 SMBDEMO.S    478 | Macro       | 00 |         |    0 | 00/04B8               |                                 PushLong  CTSWinPtr            
 1500 |  1 SMBDEMO.S    478 | Code        | 00 |  2      |    3 | 00/04B8 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1501 |  1 SMBDEMO.S    478 | Code        | 00 |         |    1 | 00/04BB : 48          |                                 PHA                            
 1509 |  1 SMBDEMO.S    478 | Code        | 00 |  2      |    3 | 00/04BC : AD 5B 07    |                                 LDA       CTSWinPtr            
 1510 |  1 SMBDEMO.S    478 | Code        | 00 |         |    1 | 00/04BF : 48          |                                 PHA                            
 1512 |  1 SMBDEMO.S    479 | Macro       | 00 |         |    0 | 00/04C0               |                                 PushWord  #1350                
 1514 |  1 SMBDEMO.S    479 | Code        | 00 |         |    3 | 00/04C0 : F4 46 05    |                                 PEA       #1350                
 1517 |  1 SMBDEMO.S    480 | Macro       | 00 |         |    0 | 00/04C3               |                                 PushLong  #CTSText4            
 1521 |  1 SMBDEMO.S    480 | Code        | 00 |  1 >>16 |    3 | 00/04C3 : F4 00 00    |                                 PEA       #^#CTSText4          
 1528 |  1 SMBDEMO.S    480 | Code        | 00 |  2      |    3 | 00/04C6 : F4 96 0A    |                                 PEA       #CTSText4            
 1531 |  1 SMBDEMO.S    481 | Macro       | 00 |         |    0 | 00/04C9               |                                 _SetIText                       ; show 'resolving' status string
 1533 |  1 SMBDEMO.S    481 | Code        | 00 |         |    3 | 00/04C9 : A2 15 20    |                                 LDX       #$2015               ; load tool call #
 1534 |  1 SMBDEMO.S    481 | Code        | 00 |         |    4 | 00/04CC : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1535 |  1 SMBDEMO.S    482 | Empty       | 00 |         |    0 | 00/04D0               |                                                                
 1536 |  1 SMBDEMO.S    483 | Code        | 00 |         |    1 | 00/04D0 : 68          |                                 pla                            
 1537 |  1 SMBDEMO.S    484 | Code        | 00 |  2      |    3 | 00/04D1 : 8D 96 0A    |                                 sta       CTSText4             
 1538 |  1 SMBDEMO.S    485 | Empty       | 00 |         |    0 | 00/04D4               |                                                                
 1539 |  1 SMBDEMO.S    486 | Macro       | 00 |         |    0 | 00/04D4               |                                 PushWord  #0000                
 1541 |  1 SMBDEMO.S    486 | Code        | 00 |         |    3 | 00/04D4 : F4 00 00    |                                 PEA       #0000                
 1544 |  1 SMBDEMO.S    487 | Macro       | 00 |         |    0 | 00/04D7               |                                 PushWord  #$F800               
 1546 |  1 SMBDEMO.S    487 | Code        | 00 |         |    3 | 00/04D7 : F4 00 F8    |                                 PEA       #$F800               
 1549 |  1 SMBDEMO.S    488 | Macro       | 00 |         |    0 | 00/04DA               |                                 PushLong  #fqdnptr             
 1553 |  1 SMBDEMO.S    488 | Code        | 00 |  1 >>16 |    3 | 00/04DA : F4 00 00    |                                 PEA       #^#fqdnptr           
 1560 |  1 SMBDEMO.S    488 | Code        | 00 |  2      |    3 | 00/04DD : F4 5F 07    |                                 PEA       #fqdnptr             
 1563 |  1 SMBDEMO.S    489 | Macro       | 00 |         |    0 | 00/04E0               |                                 _TCPIPMangleDomainName                       ; mangle entered domain name
 1564 |  1 SMBDEMO.S    489 | Code        | 00 |         |    3 | 00/04E0 : A2 36 59    |                                 LDX       #$5900+$36           
 1565 |  1 SMBDEMO.S    489 | Code        | 00 |         |    4 | 00/04E3 : 22 00 00 E1 |                                 JSL       $E10000              
 1566 |  1 SMBDEMO.S    490 | Code        | 00 |         |    1 | 00/04E7 : 68          |                                 pla                            ; port number; trash
 1567 |  1 SMBDEMO.S    491 | Empty       | 00 |         |    0 | 00/04E8               |                                                                
 1568 |  1 SMBDEMO.S    492 | Macro       | 00 |         |    0 | 00/04E8               |                                 PushWord  #0000                
 1570 |  1 SMBDEMO.S    492 | Code        | 00 |         |    3 | 00/04E8 : F4 00 00    |                                 PEA       #0000                
 1573 |  1 SMBDEMO.S    493 | Macro       | 00 |         |    0 | 00/04EB               |                                 PushLong  #fqdnptr             
 1577 |  1 SMBDEMO.S    493 | Code        | 00 |  1 >>16 |    3 | 00/04EB : F4 00 00    |                                 PEA       #^#fqdnptr           
 1584 |  1 SMBDEMO.S    493 | Code        | 00 |  2      |    3 | 00/04EE : F4 5F 07    |                                 PEA       #fqdnptr             
 1587 |  1 SMBDEMO.S    494 | Macro       | 00 |         |    0 | 00/04F1               |                                 _TCPIPValidateIPString                       
 1588 |  1 SMBDEMO.S    494 | Code        | 00 |         |    3 | 00/04F1 : A2 36 48    |                                 LDX       #$4800+$36           
 1589 |  1 SMBDEMO.S    494 | Code        | 00 |         |    4 | 00/04F4 : 22 00 00 E1 |                                 JSL       $E10000              
 1590 |  1 SMBDEMO.S    495 | Code        | 00 |         |    1 | 00/04F8 : 68          |                                 pla                            
 1591 |  1 SMBDEMO.S    496 | Code        | 00 |         |    2 | 00/04F9 : F0 15       |                                 beq       resolve              ; engage DNS if this wasn't an ip address
 1592 |  1 SMBDEMO.S    497 | Macro       | 00 |         |    0 | 00/04FB               |                                 PushLong  #ipaddrip            
 1596 |  1 SMBDEMO.S    497 | Code        | 00 |  1 >>16 |    3 | 00/04FB : F4 00 00    |                                 PEA       #^#ipaddrip          
 1603 |  1 SMBDEMO.S    497 | Code        | 00 |  2      |    3 | 00/04FE : F4 C6 07    |                                 PEA       #ipaddrip            
 1606 |  1 SMBDEMO.S    498 | Macro       | 00 |         |    0 | 00/0501               |                                 PushLong  #fqdnptr             
 1610 |  1 SMBDEMO.S    498 | Code        | 00 |  1 >>16 |    3 | 00/0501 : F4 00 00    |                                 PEA       #^#fqdnptr           
 1617 |  1 SMBDEMO.S    498 | Code        | 00 |  2      |    3 | 00/0504 : F4 5F 07    |                                 PEA       #fqdnptr             
 1620 |  1 SMBDEMO.S    499 | Macro       | 00 |         |    0 | 00/0507               |                                 _TCPIPConvertIPToHex                       ; else just convert to long
 1621 |  1 SMBDEMO.S    499 | Code        | 00 |         |    3 | 00/0507 : A2 36 0D    |                                 LDX       #$0D00+$36           
 1622 |  1 SMBDEMO.S    499 | Code        | 00 |         |    4 | 00/050A : 22 00 00 E1 |                                 JSL       $E10000              
 1623 |  1 SMBDEMO.S    500 | Code        | 00 |         |    2 | 00/050E : 80 7F       |                                 bra       Connect              ; and on with the show
 1624 |  1 SMBDEMO.S    501 | Empty       | 00 |         |    0 | 00/0510               |                                                                
 1625 |  1 SMBDEMO.S    502 | Macro       | 00 |         |    0 | 00/0510               | resolve                         PushLong  #fqdnptr             
 1629 |  1 SMBDEMO.S    502 | Code        | 00 |  1 >>16 |    3 | 00/0510 : F4 00 00    |                                 PEA       #^#fqdnptr           
 1636 |  1 SMBDEMO.S    502 | Code        | 00 |  2      |    3 | 00/0513 : F4 5F 07    |                                 PEA       #fqdnptr             
 1639 |  1 SMBDEMO.S    503 | Macro       | 00 |         |    0 | 00/0516               |                                 PushLong  #ipaddr              
 1643 |  1 SMBDEMO.S    503 | Code        | 00 |  1 >>16 |    3 | 00/0516 : F4 00 00    |                                 PEA       #^#ipaddr            
 1650 |  1 SMBDEMO.S    503 | Code        | 00 |  2      |    3 | 00/0519 : F4 C4 07    |                                 PEA       #ipaddr              
 1653 |  1 SMBDEMO.S    504 | Macro       | 00 |         |    0 | 00/051C               |                                 _TCPIPDNRNameToIP                       ; resolve fqdn
 1654 |  1 SMBDEMO.S    504 | Code        | 00 |         |    3 | 00/051C : A2 36 21    |                                 LDX       #$2100+$36           
 1655 |  1 SMBDEMO.S    504 | Code        | 00 |         |    4 | 00/051F : 22 00 00 E1 |                                 JSL       $E10000              
 1656 |  1 SMBDEMO.S    505 | Macro       | 00 |         |    0 | 00/0523               | ResolvLoop                      PushWord  #0000                ; check for mouse events (cancel)
 1658 |  1 SMBDEMO.S    505 | Code        | 00 |         |    3 | 00/0523 : F4 00 00    |                                 PEA       #0000                
 1661 |  1 SMBDEMO.S    506 | Macro       | 00 |         |    0 | 00/0526               |                                 PushWord  #$0006               ; with _EventAvail
 1663 |  1 SMBDEMO.S    506 | Code        | 00 |         |    3 | 00/0526 : F4 06 00    |                                 PEA       #$0006               
 1666 |  1 SMBDEMO.S    507 | Macro       | 00 |         |    0 | 00/0529               |                                 PushLong  #EventRec            ; because _ModalDialog will block
 1670 |  1 SMBDEMO.S    507 | Code        | 00 |  1 >>16 |    3 | 00/0529 : F4 00 00    |                                 PEA       #^#EventRec          
 1677 |  1 SMBDEMO.S    507 | Code        | 00 |  2      |    3 | 00/052C : F4 31 09    |                                 PEA       #EventRec            
 1680 |  1 SMBDEMO.S    508 | Macro       | 00 |         |    0 | 00/052F               |                                 _EventAvail                       
 1682 |  1 SMBDEMO.S    508 | Code        | 00 |         |    3 | 00/052F : A2 06 0B    |                                 LDX       #$B06                ; load tool call #
 1683 |  1 SMBDEMO.S    508 | Code        | 00 |         |    4 | 00/0532 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1684 |  1 SMBDEMO.S    509 | Code        | 00 |         |    1 | 00/0536 : 68          |                                 pla                            
 1685 |  1 SMBDEMO.S    510 | Code        | 00 |         |    2 | 00/0537 : F0 16       |                                 beq       noevent              
 1686 |  1 SMBDEMO.S    511 | Macro       | 00 |         |    0 | 00/0539               |                                 PushWord  #0000                
 1688 |  1 SMBDEMO.S    511 | Code        | 00 |         |    3 | 00/0539 : F4 00 00    |                                 PEA       #0000                
 1691 |  1 SMBDEMO.S    512 | Macro       | 00 |         |    0 | 00/053C               |                                 PushLong  #00000000            
 1695 |  1 SMBDEMO.S    512 | Code        | 00 |         |    3 | 00/053C : F4 00 00    |                                 PEA       #^#00000000          
 1702 |  1 SMBDEMO.S    512 | Code        | 00 |         |    3 | 00/053F : F4 00 00    |                                 PEA       #00000000            
 1705 |  1 SMBDEMO.S    513 | Macro       | 00 |         |    0 | 00/0542               |                                 _ModalDialog                       
 1707 |  1 SMBDEMO.S    513 | Code        | 00 |         |    3 | 00/0542 : A2 15 0F    |                                 LDX       #$F15                ; load tool call #
 1708 |  1 SMBDEMO.S    513 | Code        | 00 |         |    4 | 00/0545 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1709 |  1 SMBDEMO.S    514 | Code        | 00 |         |    1 | 00/0549 : 68          |                                 pla                            
 1710 |  1 SMBDEMO.S    515 | Code        | 00 |         |    3 | 00/054A : C9 02 00    |                                 cmp       #2                   
 1711 |  1 SMBDEMO.S    516 | Code        | 00 |         |    2 | 00/054D : F0 16       |                                 beq       CTSClose2            
 1712 |  1 SMBDEMO.S    517 | Macro       | 00 |         |    0 | 00/054F               | noevent                         _TCPIPPoll                       
 1713 |  1 SMBDEMO.S    517 | Code        | 00 |         |    3 | 00/054F : A2 36 22    |                                 LDX       #$2200+$36           
 1714 |  1 SMBDEMO.S    517 | Code        | 00 |         |    4 | 00/0552 : 22 00 00 E1 |                                 JSL       $E10000              
 1715 |  1 SMBDEMO.S    518 | Code        | 00 |  2      |    3 | 00/0556 : AD C4 07    |                                 lda       ipaddr               
 1716 |  1 SMBDEMO.S    519 | Code        | 00 |         |    3 | 00/0559 : C9 01 00    |                                 cmp       #$0001               
 1717 |  1 SMBDEMO.S    520 | Code        | 00 |         |    2 | 00/055C : F0 31       |                                 beq       Connect              ; continue to Connect if resolved okay
 1718 |  1 SMBDEMO.S    521 | Code        | 00 |         |    3 | 00/055E : C9 00 00    |                                 cmp       #$0000               
 1719 |  1 SMBDEMO.S    522 | Code        | 00 |         |    2 | 00/0561 : F0 C0       |                                 beq       ResolvLoop           ; pending; stay in 'Resolving' loop
 1720 |  1 SMBDEMO.S    523 | Code        | 00 |         |    2 | 00/0563 : 80 10       |                                 bra       CTSBadDNS            
 1721 |  1 SMBDEMO.S    524 | Macro       | 00 |         |    0 | 00/0565               | CTSClose2                       PushLong  CTSWinPtr            
 1729 |  1 SMBDEMO.S    524 | Code        | 00 |  2      |    3 | 00/0565 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1730 |  1 SMBDEMO.S    524 | Code        | 00 |         |    1 | 00/0568 : 48          |                                 PHA                            
 1738 |  1 SMBDEMO.S    524 | Code        | 00 |  2      |    3 | 00/0569 : AD 5B 07    |                                 LDA       CTSWinPtr            
 1739 |  1 SMBDEMO.S    524 | Code        | 00 |         |    1 | 00/056C : 48          |                                 PHA                            
 1741 |  1 SMBDEMO.S    525 | Macro       | 00 |         |    0 | 00/056D               |                                 _CloseDialog                       
 1743 |  1 SMBDEMO.S    525 | Code        | 00 |         |    3 | 00/056D : A2 15 0C    |                                 LDX       #$C15                ; load tool call #
 1744 |  1 SMBDEMO.S    525 | Code        | 00 |         |    4 | 00/0570 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1745 |  1 SMBDEMO.S    526 | Code        | 00 |         |    1 | 00/0574 : 60          |                                 rts                            
 1746 |  1 SMBDEMO.S    527 | Macro       | 00 |         |    0 | 00/0575               | CTSBadDNS                       PushLong  CTSWinPtr            
 1754 |  1 SMBDEMO.S    527 | Code        | 00 |  2      |    3 | 00/0575 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1755 |  1 SMBDEMO.S    527 | Code        | 00 |         |    1 | 00/0578 : 48          |                                 PHA                            
 1763 |  1 SMBDEMO.S    527 | Code        | 00 |  2      |    3 | 00/0579 : AD 5B 07    |                                 LDA       CTSWinPtr            
 1764 |  1 SMBDEMO.S    527 | Code        | 00 |         |    1 | 00/057C : 48          |                                 PHA                            
 1766 |  1 SMBDEMO.S    528 | Macro       | 00 |         |    0 | 00/057D               |                                 PushWord  #1350                
 1768 |  1 SMBDEMO.S    528 | Code        | 00 |         |    3 | 00/057D : F4 46 05    |                                 PEA       #1350                
 1771 |  1 SMBDEMO.S    529 | Macro       | 00 |         |    0 | 00/0580               |                                 PushLong  #CTSText5            
 1775 |  1 SMBDEMO.S    529 | Code        | 00 |  1 >>16 |    3 | 00/0580 : F4 00 00    |                                 PEA       #^#CTSText5          
 1782 |  1 SMBDEMO.S    529 | Code        | 00 |  2      |    3 | 00/0583 : F4 17 0B    |                                 PEA       #CTSText5            
 1785 |  1 SMBDEMO.S    530 | Macro       | 00 |         |    0 | 00/0586               |                                 _SetIText                       
 1787 |  1 SMBDEMO.S    530 | Code        | 00 |         |    3 | 00/0586 : A2 15 20    |                                 LDX       #$2015               ; load tool call #
 1788 |  1 SMBDEMO.S    530 | Code        | 00 |         |    4 | 00/0589 : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1789 |  1 SMBDEMO.S    531 | Code        | 00 |         |    2 | 00/058D : 80 D6       |                                 bra       CTSClose2            
 1790 |  1 SMBDEMO.S    532 | Empty       | 00 |         |    0 | 00/058F               |                                                                
 1791 |  1 SMBDEMO.S    533 | Macro       | 00 |         |    0 | 00/058F               | Connect                         PushWord  #0000                
 1793 |  1 SMBDEMO.S    533 | Code        | 00 |         |    3 | 00/058F : F4 00 00    |                                 PEA       #0000                
 1796 |  1 SMBDEMO.S    534 | Macro       | 00 |         |    0 | 00/0592               |                                 PushLong  ipaddrip             
 1804 |  1 SMBDEMO.S    534 | Code        | 00 |  2      |    3 | 00/0592 : AD C8 07    |                                 LDA       ipaddrip+2           
 1805 |  1 SMBDEMO.S    534 | Code        | 00 |         |    1 | 00/0595 : 48          |                                 PHA                            
 1813 |  1 SMBDEMO.S    534 | Code        | 00 |  2      |    3 | 00/0596 : AD C6 07    |                                 LDA       ipaddrip             
 1814 |  1 SMBDEMO.S    534 | Code        | 00 |         |    1 | 00/0599 : 48          |                                 PHA                            
 1816 |  1 SMBDEMO.S    535 | Macro       | 00 |         |    0 | 00/059A               |                                 PushLong  #destaddr            
